NO.	CORPUS.FILE	ITEM	POS	POS_BROAD	contextual_meaning	basic_meaning	METAPHOR	MUSIC_TARGET.DOMAIN	SD	CONCEPTUAL_METAPHOR_BASIS	DEICTIC_EGO	Context	comment
5059	TCS09-1.1_Sieck_Britten	layers	NN2	NN0	an abstract layer, ex. Another voice in music	MM2_an amount or sheet of a substance that covers a surface or that lies between two things or two other substances	MRW-indirect	yes	space			the cycle of each ostinato relates to the other layers and creates formal coherence.	
5060	TCS09-1.1_Sieck_Britten	and	CJC	CJC			no	no					
5061	TCS09-1.1_Sieck_Britten	creates	VVZ	VV	MM1_to make something new or original that did not exist before		no	no					
5062	TCS09-1.1_Sieck_Britten	Formal	AJ0	AJ0	MM4_[USUALLY BEFORE NOUN] relating to the form or structure of something such as a piece of writing, art, or music		no	yes					
5063	TCS09-1.1_Sieck_Britten	coherence.	NN1	NN0	MM1_the state of being coherent		no	yes					
5064	TCS09-1.1_Sieck_Britten	We	PNP	PNP			no	no					
5065	TCS09-1.1_Sieck_Britten	usually	AV0	AV0			no	no					
5066	TCS09-1.1_Sieck_Britten	use	VVB	VV			no	no					
5067	TCS09-1.1_Sieck_Britten	the	AT0	AT0			no	no					
5068	TCS09-1.1_Sieck_Britten	term	NN1	NN0	MM1_[COUNTABLE] a word or phrase used for referring to something	period of time; conditions	no	no					
5069	TCS09-1.1_Sieck_Britten	ostinato	NN1	NN0			no	yes					
5070	TCS09-1.1_Sieck_Britten	to	TO0	TO0	infinite marker		no	no					
5071	TCS09-1.1_Sieck_Britten	refer	VVI	VV	MM1_to mention someone or something when you are speaking or writing		no	no					
5072	TCS09-1.1_Sieck_Britten	to	PRP	PRP			MRW-indirect	no					
5073	TCS09-1.1_Sieck_Britten	one	CRD	CRD			no	no					
5074	TCS09-1.1_Sieck_Britten	of	PRF	PRP			no	no					
5075	TCS09-1.1_Sieck_Britten	two	CRD	CRD			no	no					
5076	TCS09-1.1_Sieck_Britten	genres	NN2	NN0	MM_a particular style used in cinema, writing, or art, which can be recognized by certain features		no	no					
5077	TCS09-1.1_Sieck_Britten	of	PRF	PRP			no	no					
5078	TCS09-1.1_Sieck_Britten	musical	AJ0	AJ0			no	yes					
5079	TCS09-1.1_Sieck_Britten	composition	NN1	NN0	MM2a_[UNCOUNTABLE] the skill or process of producing music, writing, or paintings	MM1_[UNCOUNTABLE] the way that something is formed from separate parts or people	no	yes					
5080	TCS09-1.1_Sieck_Britten	1)	CRD	CRD			no	no					
5081	TCS09-1.1_Sieck_Britten	those	DT0	DT0	abstract	concrete	MRW-indirect	no					
5082	TCS09-1.1_Sieck_Britten	pieces	NN2	NN0	abstract	concrete	MRW-indirect	yes	physical structure			those_DT0 pieces_NN2 based_VVN on_PRP a_AT0 ground“_NN1,	
5083	TCS09-1.1_Sieck_Britten	based	VVN	VV	phrase_base something on something to use particular ideas or facts to make a decision, do a calculation, or develop a theory	mm“base“_if you are based somewhere, you have it as your main office or place of work, or the place where you live	MRW-indirect	yes	physical structure			those_DT0 pieces_NN2 based_VVN on_PRP a_AT0 ground“_NN1,	
5084	TCS09-1.1_Sieck_Britten	on	PRP	PRP	phrase_base something on something to use particular ideas or facts to make a decision, do a calculation, or develop a theory	mm“base“_if you are based somewhere, you have it as your main office or place of work, or the place where you live	MRW-indirect	yes	physical structure			those_DT0 pieces_NN2 based_VVN on_PRP a_AT0 ground“_NN1,	
5085	TCS09-1.1_Sieck_Britten	a	AT0	AT0			no	no					
5086	TCS09-1.1_Sieck_Britten	ground“,	NN1	NN0	MM1_[SINGULAR/UNCOUNTABLE] the top part of the Earth’s surface that people walk on	same	MRW-indirect	yes	physical structure			those_DT0 pieces_NN2 based_VVN on_PRP a_AT0 ground“_NN1,	
5087	TCS09-1.1_Sieck_Britten	or	CJC	CJC	conjunction		no	no					
5088	TCS09-1.1_Sieck_Britten	a	AT0	AT0			no	no					
5089	TCS09-1.1_Sieck_Britten	repeating	AJ0	AJ0	MM2_to do something again, or to make something happen again	MM1-to say or write something again	no	yes					
5090	TCS09-1.1_Sieck_Britten	melodic	AJ0	AJ0			no	yes					
5091	TCS09-1.1_Sieck_Britten	pattern	NN1	NN0			MRW-indirect	yes	synaesthetic			a repeating melodic pattern	
5092	TCS09-1.1_Sieck_Britten	that	CJT	CJC			no	no					
5093	TCS09-1.1_Sieck_Britten	typically	AV0	AV0			no	no					
5094	TCS09-1.1_Sieck_Britten	suggests	VVZ	VV	MM1_to offer an idea or a plan for someone to consider	MM2_to tell someone about something that may be useful or suitable for a particular purpose	MRW-indirect	yes	HUMAN			a_AT0 repeating_AJ0 melodic_AJ0 pattern_NN1 that_CJT typically_AV0 suggests_VVZ a_AT0 harmonic_AJ0 pattern_NN1 and_CJC corresponding_AJ0 phrase_NN1 direction_NN1 and_CJC length_NN1	
5095	TCS09-1.1_Sieck_Britten	a	AT0	AT0			no	no					
5096	TCS09-1.1_Sieck_Britten	harmonic	AJ0	AJ0			no	yes					
5097	TCS09-1.1_Sieck_Britten	pattern	NN1	NN0			MRW-indirect	yes	synaesthetic			a_AT0 repeating_AJ0 melodic_AJ0 pattern_NN1 that_CJT typically_AV0 suggests_VVZ a_AT0 harmonic_AJ0 pattern_NN1 and_CJC corresponding_AJ0 phrase_NN1 direction_NN1 and_CJC length_NN1	
5098	TCS09-1.1_Sieck_Britten	and	CJC	CJC			no	no					
5099	TCS09-1.1_Sieck_Britten	corresponding	AJ0	AJ0	MM1_related to or connected with something		no	no					
5100	TCS09-1.1_Sieck_Britten	phrase	NN1	NN0	MM3_MUSIC a series of musical notes that are part of a piece of music	MM2_LINGUISTICS a group of words that form a unit within a clause	MRW-indirect	yes	language			a_AT0 repeating_AJ0 melodic_AJ0 pattern_NN1 that_CJT typically_AV0 suggests_VVZ a_AT0 harmonic_AJ0 pattern_NN1 and_CJC corresponding_AJ0 phrase_NN1 direction_NN1 and_CJC length_NN1	
5101	TCS09-1.1_Sieck_Britten	direction	NN1	NN0	abstract	concrete	MRW-indirect	yes	motion	fictive motion	neutral	We usually use the term ostinato to refer to one of two genres of musical composition: 1) those pieces based on a “ground,” or a repeating melodic pattern that typically suggests a harmonic pattern and corresponding phrase direction and length	refers to the shape of a musical element
5102	TCS09-1.1_Sieck_Britten	and	CJC	CJC			no	no					
5103	TCS09-1.1_Sieck_Britten	length	NN1	NN0	MM1a_a measurement of how long something is in time 	MM2_[COUNTABLE] [USUALLY SINGULAR] the distance from one end of something to the other	MRW-indirect	yes	space			those pieces based on a “ground,” or a repeating melodic pattern that typically suggests a harmonic pattern and corresponding phrase direction and length	
5104	TCS09-1.1_Sieck_Britten	(Dido's	NP0	NN0	name		no	no					
5105	TCS09-1.1_Sieck_Britten	Lament	NN1	NN0	LM_a song, piece of music, or something that you say, that expresses a feeling of sadness:	MM_to show publicly that you feel sad or disappointed about something	no	yes					
5106	TCS09-1.1_Sieck_Britten	from	PRP	PRP	MM2c_used for stating what something was originally a part of, ex. the music from Offenbach’s opera	MM4_used for stating where someone or something is removed from	MRW-indirect	yes	source			(Dido's Lament from Purcell's Dido and Aeneas, e.g.)	
5107	TCS09-1.1_Sieck_Britten	Purcell's	NP0	NN0	proper name		no	no					
5108	TCS09-1.1_Sieck_Britten	Dido	NP0	NN0			no	no					
5109	TCS09-1.1_Sieck_Britten	and	CJC	CJC			no	no					
5110	TCS09-1.1_Sieck_Britten	Aeneas,	NP0	NN0			no	no					
5111	TCS09-1.1_Sieck_Britten	e.g.)	AV0	AV0			no	no					
5112	TCS09-1.1_Sieck_Britten	or	CJC	CJC	conjunction		no	no					
5113	TCS09-1.1_Sieck_Britten	2)	CRD	CRD			no	no					
5114	TCS09-1.1_Sieck_Britten	a	AT0	AT0			no	no					
5115	TCS09-1.1_Sieck_Britten	constantly	AV0	AV0	MM_always or regularly		no	no					
5116	TCS09-1.1_Sieck_Britten	repeated	VVN	VV	MM_done many times		no	yes					
5117	TCS09-1.1_Sieck_Britten	short	AJ0	AJ0	MM2_a period of time that is short does not last very long or seems to pass quickly	MM1_measuring a small height, length, or distance	MRW-indirect	yes	space			a constantly repeated short musical gesture wherein the act of repetition itself becomes a formal design	
5118	TCS09-1.1_Sieck_Britten	musical	AJ0	AJ0			no	yes					
5119	TCS09-1.1_Sieck_Britten	gesture	NN1	NN0			MRW-indirect	yes	HUMAN			a_AT0 constantly_AV0 repeated_VVN short_AJ0 musical_AJ0 gesture_NN1	
5120	TCS09-1.1_Sieck_Britten	wherein	AVQ	AV0	MM_in the place, situation, statement etc that has been referred to		no	no					
5121	TCS09-1.1_Sieck_Britten	the	AT0	AT0			no	no					
5122	TCS09-1.1_Sieck_Britten	act	NN1	NN0	not a concrete action, abstract; used for emphasis	LM1-action [countable] one thing that you do	no	no					
5123	TCS09-1.1_Sieck_Britten	of	PRF	PRP			no	no					
5124	TCS09-1.1_Sieck_Britten	repetition	NN1	NN0	MM1_[UNCOUNTABLE] the act of repeating something		no	yes					
5125	TCS09-1.1_Sieck_Britten	itself	PNX	PNP			no	no					
5126	TCS09-1.1_Sieck_Britten	becomes	VVZ	VV	linking verb		no	no					
5127	TCS09-1.1_Sieck_Britten	a	AT0	AT0			no	no					
5128	TCS09-1.1_Sieck_Britten	Formal	AJ0	AJ0	MM4_[USUALLY BEFORE NOUN] relating to the form or structure of something such as a piece of writing, art, or music		no	yes					
5129	TCS09-1.1_Sieck_Britten	design	NN1	NN0	LM2_arrangement of parts [uncountable and countable] the way that something has been planned and made, including its appearance, how it works etc:	LM3_pattern [countable] a pattern for decorating something:	MRW-indirect	yes	synaesthetic			the_AT0 act_NN1 of_PRF repetition_NN1 itself_PNX becomes_VVZ a_AT0 formal_AJ0 design_NN1	
5130	TCS09-1.1_Sieck_Britten	(Steve	NP0	NN0	proper name		no	no					
5131	TCS09-1.1_Sieck_Britten	Reich's	NP0	NN0	proper name		no	no					
5132	TCS09-1.1_Sieck_Britten	Clapping	VVG	VV	title	MM1_[INTRANSITIVE] to hit your hands together many times to show that you liked something or admire someone	no	no					
5133	TCS09-1.1_Sieck_Britten	Music,	NN1	NN0	title		no	yes					
5134	TCS09-1.1_Sieck_Britten	e.g.).	AV0	AV0			no	no					
5135	Tempo10-64.253_32Xa_Bowen	He	PNP	PNP	pronoun, refers to composer York Bowen		no	no					
5136	Tempo10-64.253_32Xa_Bowen	has,	VHZ	VV	aux		no	no					
5137	Tempo10-64.253_32Xa_Bowen	in	PRP	PRP	abstract	concrete	MRW-indirect	no					
5138	Tempo10-64.253_32Xa_Bowen	fact,	NN1	NN0			no	no					
5139	Tempo10-64.253_32Xa_Bowen	long	AV0	AV0	MM1_lasting for a large amount of time	MM2a_covering a large distance	MRW-indirect	no					
5140	Tempo10-64.253_32Xa_Bowen	languished	VVD	VV	MM1_to fail to be successful or to improve	There is no more basic meaning.	no	no					
5141	Tempo10-64.253_32Xa_Bowen	under	PRP	PRP	abstract	concrete	MRW-indirect	no					
5142	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0	definite article		no	no					
5143	Tempo10-64.253_32Xa_Bowen	appellation	NN1	NN0	MM_a name or title		no	no					
5144	Tempo10-64.253_32Xa_Bowen	of	PRF	PRP			no	no					
5145	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0	definite article		no	no					
5146	Tempo10-64.253_32Xa_Bowen	English	AJ0	AJ0	in Anführungsstrichen		MRW-direct	yes	other				
5147	Tempo10-64.253_32Xa_Bowen	Rachmaninov“,	NP0	NN0	in Anführungsstrichen; York Bowen	Rachmaninow	MRW-direct	yes	other				
5148	Tempo10-64.253_32Xa_Bowen	a	AT0	AT0	indefinite article		no	no					
5149	Tempo10-64.253_32Xa_Bowen	comparison	NN1	NN0			no	no					
5150	Tempo10-64.253_32Xa_Bowen	prompted	VVD	VV	MM1_MAINLY JOURNALISM to cause something to happen or be done	MM2_to encourage someone to speak or continue speaking	MRW-indirect	no					
5151	Tempo10-64.253_32Xa_Bowen	perhaps	AV0	AV0			no	no					
5152	Tempo10-64.253_32Xa_Bowen	not	XX0	XX0	negator		no	no					
5153	Tempo10-64.253_32Xa_Bowen	only	AV0	AV0			no	no					
5154	Tempo10-64.253_32Xa_Bowen	by	PRP	PRP			no	no					
5155	Tempo10-64.253_32Xa_Bowen	his	DPS	DT0	pronoun		no	no					
5156	Tempo10-64.253_32Xa_Bowen	keyboard	NN1	NN0	MM2_the part of a musical instrument such as a piano that has the keys that you touch to make notes		no	yes					
5157	Tempo10-64.253_32Xa_Bowen	writing	NN1	NN0	MM2_[UNCOUNTABLE] the job or activity of creating books, poems, newspaper articles etc		no	yes					
5158	Tempo10-64.253_32Xa_Bowen	but	CJC	CJC	conjunction		no	no					
5159	Tempo10-64.253_32Xa_Bowen	by	PRP	PRP			no	no					
5160	Tempo10-64.253_32Xa_Bowen	his	DPS	DT0	pronoun		no	no					
5161	Tempo10-64.253_32Xa_Bowen	predilection	NN1	NN0	MM_a feeling that you like something, especially something a little unusual		no	no					
5162	Tempo10-64.253_32Xa_Bowen	for	PRP	PRP			no	no					
5163	Tempo10-64.253_32Xa_Bowen	minor	AJ0	AJ0			WIDLII	yes	space			by_PRP his_DPS predilection_NN1 for_PRP minor_AJ0 keys_NN2.	
5164	Tempo10-64.253_32Xa_Bowen	keys.	NN2	NN0	MM4_MUSIC a set of musical notes that are based on one particular note	MM3_one of the parts that you press on a keyboard to make it produce letters, numbers etc; how is it related to MM1_Schlüssel?	MRW-indirect	yes	other			by_PRP his_DPS predilection_NN1 for_PRP minor_AJ0 keys_NN2.	
5165	Tempo10-64.253_32Xa_Bowen	Francis	NP0	NN0	proper name		no	no					
5166	Tempo10-64.253_32Xa_Bowen	Pott,	NP0	NN0	proper name		no	no					
5167	Tempo10-64.253_32Xa_Bowen	in	PRP	PRP	MM1e_at a specific part of something; LM8	MM1_used for showing where someone or something is; LM1	MRW-indirect	no					
5168	Tempo10-64.253_32Xa_Bowen	his	DPS	DT0	pronoun		no	no					
5169	Tempo10-64.253_32Xa_Bowen	notes	NN2	NN0			no	no					
5170	Tempo10-64.253_32Xa_Bowen	to	PRP	PRP	abstract	concrete	MRW-indirect	no					
5171	Tempo10-64.253_32Xa_Bowen	Hyperion's	NP0	NN0	proper name, a record label		no	no					
5172	Tempo10-64.253_32Xa_Bowen	double	AJ0	AJ0			no	no					
5173	Tempo10-64.253_32Xa_Bowen	album	NN1	NN0	MM1_a CD, record, or cassette with several songs or pieces of music on it	MM2_a book in which you can collect things such as photographs, stamps, or autographs	MRW-indirect	no					
5174	Tempo10-64.253_32Xa_Bowen	of	PRF	PRP			no	no					
5175	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0	definite article		no	no					
5176	Tempo10-64.253_32Xa_Bowen	sonatas,	NN2	NN0			no	yes					
5177	Tempo10-64.253_32Xa_Bowen	implies	VVZ	VV			no	no					
5178	Tempo10-64.253_32Xa_Bowen	that	CJT	CJC	conjunction		no	no					
5179	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0	definite article		no	no					
5180	Tempo10-64.253_32Xa_Bowen	English	AJ0	AJ0			MRW-direct	yes	other				
5181	Tempo10-64.253_32Xa_Bowen	Medtner,	NP0	NN0	Bowen	Medtner	MRW-direct	yes	other				
5182	Tempo10-64.253_32Xa_Bowen	or	CJC	CJC	conjunction		no	no					
5183	Tempo10-64.253_32Xa_Bowen	even	AV0	AV0			no	no					
5184	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0	definite article		no	no					
5185	Tempo10-64.253_32Xa_Bowen	English	AJ0	AJ0			MRW-direct	yes	other				
5186	Tempo10-64.253_32Xa_Bowen	Lyapunov	NP0	NN0	Bowen	Lyapunov	MRW-direct	yes	other				
5187	Tempo10-64.253_32Xa_Bowen	might	VM0	VV	aux.		no	no					
5188	Tempo10-64.253_32Xa_Bowen	fit	VVI	VV	MM5_[INTRANSITIVE/TRANSITIVE] [NEVER PROGRESSIVE] to be suitable or right for something	MM1_[INTRANSITIVE] [NEVER PROGRESSIVE] if someone or something fits somewhere, they are small enough or the right size and shape to go there	MRW-indirect	no					
5189	Tempo10-64.253_32Xa_Bowen	Bowen	NP0	NN0	proper name		no	no					
5190	Tempo10-64.253_32Xa_Bowen	better.	AV0	AV0			no	no					
5191	Tempo10-64.253_32Xa_Bowen	that	DT0	DT0	abstract	concrete	MRW-indirect	no					
5192	Tempo10-64.253_32Xa_Bowen	could	VM0	VV	aux		no	no					
5193	Tempo10-64.253_32Xa_Bowen	indicate	VVI	VV	MM2_[TRANSITIVE] to show that something will happen, is true, or exists	MM4_[TRANSITIVE] to direct someone's attention towards a particular person, place, or thing, for example with your hand or head	MRW-indirect	no					
5194	Tempo10-64.253_32Xa_Bowen	another	DT0	DT0			no	no					
5195	Tempo10-64.253_32Xa_Bowen	reason	NN1	NN0	MM1_[COUNTABLE] a fact, situation, or intention that explains why something happened, why someone did something, or why something is true		no	no					
5196	Tempo10-64.253_32Xa_Bowen	for	PRP	PRP			no	no					
5197	Tempo10-64.253_32Xa_Bowen	the	AT0	AT0			no	no					
5198	Tempo10-64.253_32Xa_Bowen	neglect	NN1	NN0	MM_the failure to give someone or something the care or attention that they need		no	no					
5199	Tempo10-64.253_32Xa_Bowen	.	PUN	PUN			DFMA_Punct	no					
5200	Tempo10-64.253_32Xa_Bowen	We	PNP	PNP	pronoun		no	no					
5201	Tempo10-64.253_32Xa_Bowen	remember	VVB	VV			no	no					
5202	Tempo10-64.253_32Xa_Bowen	neither	DT0	DT0	LM_not one or the other of two people or things		no	no					
5203	Tempo10-64.253_32Xa_Bowen	of	PRF	PRP			no	no					
5204	Tempo10-64.253_32Xa_Bowen	those	DT0	DT0	abstract	concrete	MRW-indirect	no					
5205	Tempo10-64.253_32Xa_Bowen	masters,	NN2	NN0	MM1_a man who is very good at something	There is no more basic meaning.	no	no					
5206	Tempo10-64.253_32Xa_Bowen	as	CJS	CJC	conjunction		no	no					
5207	Tempo10-64.253_32Xa_Bowen	We	PNP	PNP	pronoun		no	no					
5208	Tempo10-64.253_32Xa_Bowen	do	VDB	VV	aux. Elliptic „remember“		no	no					
5209	Tempo10-64.253_32Xa_Bowen	Rachmaninov,	NP0	NN0	proper name		no	no					
5210	Tempo10-64.253_32Xa_Bowen	for	PRP	PRP			no	no					
5211	Tempo10-64.253_32Xa_Bowen	any	DT0	DT0			no	no					
5212	Tempo10-64.253_32Xa_Bowen	great	AJ0	AJ0	MM6_INFORMAL very good, enjoyable, or attractive	MM1_bigger	MRW-indirect	yes	other			We_PNP remember_VVB neither_DT0 of_PRF those_DT0 masters_NN2, as_CJS we_PNP do_VDB Rachmaninov_NP0, for_PRP any_DT0 great_AJ0 tune_N.	
5213	Tempo10-64.253_32Xa_Bowen	tune.	NN1	NN0	MM_a song or piece of music		no	yes					
5214	Tempo10-64.253_32Xa_Bowen	Bowen,	NP0	NN0	proper name		no	no					
5215	Tempo10-64.253_32Xa_Bowen	like	PRP	PRP	LM1_similar to something else, or happening in the same way		no	no					
5216	Tempo10-64.253_32Xa_Bowen	Medtner,	NP0	NN0			no	no					
5217	Tempo10-64.253_32Xa_Bowen	is	VBZ	VV	identification		no	no					
5218	Tempo10-64.253_32Xa_Bowen	most	AV0	AV0			no	no					
5219	Tempo10-64.253_32Xa_Bowen	interested	AJ0	AJ0			no	no					
5220	Tempo10-64.253_32Xa_Bowen	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	other			Bowen_NP0, like_PRP Medtner_NP0, is_VBZ most_AV0 interested_AJ0 in_PRP motivic_AJ0 development_NN1,	
5221	Tempo10-64.253_32Xa_Bowen	motivic	AJ0	AJ0			MRW-indirect	yes	synaesthetic			Bowen_NP0, like_PRP Medtner_NP0, is_VBZ most_AV0 interested_AJ0 in_PRP motivic_AJ0 development_NN1,	
5222	Tempo10-64.253_32Xa_Bowen	development	NN1	NN0	MM1_[UNCOUNTABLE] change, growth, or improvement over a period of time	see LM	no	yes					
5223	Tempo10-64.253_32Xa_Bowen	and	CJC	CJC	conjunction		no	no					
5224	Tempo10-64.253_32Xa_Bowen	like	PRP	PRP	LM1_similar to something else, or happening in the same way		no	no					
5225	Tempo10-64.253_32Xa_Bowen	him	PNP	PNP	pronoun		no	no					
5226	Tempo10-64.253_32Xa_Bowen	He	PNP	PNP			no	no					
5227	Tempo10-64.253_32Xa_Bowen	excels	VVZ	VV	MM_to do something extremely well		no	no					
5228	Tempo10-64.253_32Xa_Bowen	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container			and_CJC like_PRP him_PNP he_PNP excels_VVZ in_PRP fast_AJ0 music_NN1 more_AV0 than_CJS slow_AJ0.	
5229	Tempo10-64.253_32Xa_Bowen	fast	AJ0	AJ0	LM2_in a short time doing something or happening in a short time:	MM1_able to move quickly	MRW-indirect	yes	motion	TIME	neutral	Bowen, like Medtner, is most interested in motivic development, and like him he excels in fast music more than slow. 	tempo is speed
5230	Tempo10-64.253_32Xa_Bowen	music	NN1	NN0			no	yes					
5231	Tempo10-64.253_32Xa_Bowen	more	AV0	AV0			no	no					
5232	Tempo10-64.253_32Xa_Bowen	than	CJS	CJC			no	no					
5233	Tempo10-64.253_32Xa_Bowen	slow.	AJ0	AJ0	MM2_taking a long time	MM1_a slow movement or action does not happen fast	MRW-indirect	yes	motion	TIME	neutral	Bowen, like Medtner, is most interested in motivic development, and like him he excels in fast music more than slow. 	tempo is speed
5234	Tempo10-64.253_32Xa_Bowen	his	DPS	DT0	determiner		no	no					
